PurchaseOrderLineID,PurchaseOrderID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,LastEditedBy,LastEditedWhen
13241,3245,87,3185,"The Gu red shirt XML tag t-shirt |White| M","3185","6",84,"00:00.0","TRUE","3","00:00.0"
13635,3338,113,3308,"The Gu red shirt XML tag t-shirt |White| M","3308","6",84,"00:00.0","TRUE","3","00:00.0"
13690,3351,65,3332,"The Gu red shirt XML tag t-shirt |White| M","3332","6",84,"00:00.0","TRUE","3","00:00.0"
13821,3382,106,3357,"The Gu red shirt XML tag t-shirt |White| M","3357","6",84,"00:00.0","TRUE","3","00:00.0"
13848,3388,183,3363,"The Gu red shirt XML tag t-shirt |White| M","3363","6",84,"00:00.0","TRUE","3","00:00.0"
14128,3455,107,3486,"The Gu red shirt XML tag t-shirt |White| M","3486","6",84,"00:00.0","TRUE","3","00:00.0"
14377,3517,173,3587,"The Gu red shirt XML tag t-shirt |White| M","3587","6",84,"00:00.0","TRUE","3","00:00.0"
14456,3536,164,3621,"The Gu red shirt XML tag t-shirt |White| M","3621","6",84,"00:00.0","TRUE","3","00:00.0"
14667,3588,83,3653,"The Gu red shirt XML tag t-shirt |White| M","3653","6",84,"00:00.0","TRUE","3","00:00.0"
14694,3594,62,3648,"The Gu red shirt XML tag t-shirt |White| M","3648","6",84,"00:00.0","TRUE","3","00:00.0"
14703,3596,45,3644,"The Gu red shirt XML tag t-shirt |White| M","3644","6",84,"00:00.0","TRUE","3","00:00.0"
15034,3676,115,3747,"The Gu red shirt XML tag t-shirt |White| M","3747","6",84,"00:00.0","TRUE","3","00:00.0"
15043,3678,95,3745,"The Gu red shirt XML tag t-shirt |White| M","3745","6",84,"00:00.0","TRUE","3","00:00.0"
15161,3706,27,3766,"The Gu red shirt XML tag t-shirt |White| M","3766","6",84,"00:00.0","TRUE","3","00:00.0"
15392,3761,147,3852,"The Gu red shirt XML tag t-shirt |White| M","3852","6",84,"00:00.0","TRUE","3","00:00.0"
15559,3801,34,3842,"The Gu red shirt XML tag t-shirt |White| M","3842","6",84,"00:00.0","TRUE","3","00:00.0"
15567,3803,77,3,"The Gu red shirt XML tag t-shirt |White| M","3","6",84,"00:00.0","TRUE","3","00:00.0"
15704,3835,79,3879,"The Gu red shirt XML tag t-shirt |White| M","3879","6",84,"00:00.0","TRUE","3","00:00.0"
15762,3850,169,3877,"The Gu red shirt XML tag t-shirt |White| M","3877","6",84,"00:00.0","TRUE","3","00:00.0"
15837,3868,195,3875,"The Gu red shirt XML tag t-shirt |White| M","3875","6",84,"00:00.0","TRUE","3","00:00.0"
15877,3878,136,3873,"The Gu red shirt XML tag t-shirt |White| M","3873","6",84,"00:00.0","TRUE","3","00:00.0"
16079,3925,1,3968,"The Gu red shirt XML tag t-shirt |White| M","3968","6",84,"00:00.0","TRUE","3","00:00.0"
16088,3927,111,3968,"The Gu red shirt XML tag t-shirt |White| M","3968","6",84,"00:00.0","TRUE","3","00:00.0"
526,122,161,37,"The Gu red shirt XML tag t-shirt |White| M","37","6",84,"00:00.0","TRUE","11","00:00.0"
533,124,184,34,"The Gu red shirt XML tag t-shirt |White| M","34","6",84,"00:00.0","TRUE","11","00:00.0"
547,128,130,40,"The Gu red shirt XML tag t-shirt |White| M","40","6",84,"00:00.0","TRUE","11","00:00.0"
575,135,73,60,"The Gu red shirt XML tag t-shirt |White| M","60","6",84,"00:00.0","TRUE","11","00:00.0"
910,224,81,114,"The Gu red shirt XML tag t-shirt |White| M","114","6",84,"00:00.0","TRUE","11","00:00.0"
918,226,85,115,"The Gu red shirt XML tag t-shirt |White| M","115","6",84,"00:00.0","TRUE","11","00:00.0"
1577,403,164,287,"The Gu red shirt XML tag t-shirt |White| M","287","6",84,"00:00.0","TRUE","11","00:00.0"
1647,422,14,306,"The Gu red shirt XML tag t-shirt |White| M","306","6",84,"00:00.0","TRUE","11","00:00.0"
1655,424,174,302,"The Gu red shirt XML tag t-shirt |White| M","302","6",84,"00:00.0","TRUE","11","00:00.0"
1698,435,24,319,"The Gu red shirt XML tag t-shirt |White| M","319","6",84,"00:00.0","TRUE","11","00:00.0"
1731,444,101,324,"The Gu red shirt XML tag t-shirt |White| M","324","6",84,"00:00.0","TRUE","11","00:00.0"
1747,448,168,332,"The Gu red shirt XML tag t-shirt |White| M","332","6",84,"00:00.0","TRUE","11","00:00.0"
1912,492,80,359,"The Gu red shirt XML tag t-shirt |White| M","359","6",84,"00:00.0","TRUE","11","00:00.0"
2011,518,89,357,"The Gu red shirt XML tag t-shirt |White| M","357","6",84,"00:00.0","TRUE","11","00:00.0"
2186,564,122,395,"The Gu red shirt XML tag t-shirt |White| M","395","6",84,"00:00.0","TRUE","11","00:00.0"
2285,591,106,401,"The Gu red shirt XML tag t-shirt |White| M","401","6",84,"00:00.0","TRUE","11","00:00.0"
2529,655,182,488,"The Gu red shirt XML tag t-shirt |White| M","488","6",84,"00:00.0","TRUE","11","00:00.0"
2601,675,227,476,"The Gu red shirt XML tag t-shirt |White| M","476","6",84,"00:00.0","TRUE","11","00:00.0"
3120,815,105,544,"The Gu red shirt XML tag t-shirt |White| M","544","6",84,"00:00.0","TRUE","11","00:00.0"
3363,875,8,585,"The Gu red shirt XML tag t-shirt |White| M","585","6",84,"00:00.0","TRUE","11","00:00.0"
3370,877,40,5,"The Gu red shirt XML tag t-shirt |White| M","5","6",84,"00:00.0","TRUE","11","00:00.0"
3423,890,122,593,"The Gu red shirt XML tag t-shirt |White| M","593","6",84,"00:00.0","TRUE","11","00:00.0"
3450,896,193,597,"The Gu red shirt XML tag t-shirt |White| M","597","6",84,"00:00.0","TRUE","11","00:00.0"
3459,898,20,607,"The Gu red shirt XML tag t-shirt |White| M","607","6",84,"00:00.0","TRUE","11","00:00.0"
3520,912,62,613,"The Gu red shirt XML tag t-shirt |White| M","613","6",84,"00:00.0","TRUE","11","00:00.0"
3597,929,6,641,"The Gu red shirt XML tag t-shirt |White| M","641","6",84,"00:00.0","TRUE","11","00:00.0"
3687,950,139,635,"The Gu red shirt XML tag t-shirt |White| M","635","6",84,"00:00.0","TRUE","11","00:00.0"
3943,1011,153,721,"The Gu red shirt XML tag t-shirt |White| M","721","6",84,"00:00.0","TRUE","11","00:00.0"
4151,1061,65,770,"The Gu red shirt XML tag t-shirt |White| M","770","6",84,"00:00.0","TRUE","11","00:00.0"
4201,1073,81,797,"The Gu red shirt XML tag t-shirt |White| M","797","6",84,"00:00.0","TRUE","11","00:00.0"
4298,1097,81,798,"The Gu red shirt XML tag t-shirt |White| M","798","6",84,"00:00.0","TRUE","11","00:00.0"
5032,1272,183,929,"The Gu red shirt XML tag t-shirt |White| M","929","6",84,"00:00.0","TRUE","11","00:00.0"
5551,1396,102,1060,"The Gu red shirt XML tag t-shirt |White| M","1060","6",84,"00:00.0","TRUE","11","00:00.0"
6036,1512,121,1183,"The Gu red shirt XML tag t-shirt |White| M","1183","6",84,"00:00.0","TRUE","11","00:00.0"
6123,1534,20,1233,"The Gu red shirt XML tag t-shirt |White| M","1233","6",84,"00:00.0","TRUE","11","00:00.0"
6141,1538,131,1235,"The Gu red shirt XML tag t-shirt |White| M","1235","6",84,"00:00.0","TRUE","11","00:00.0"
6213,1556,151,1255,"The Gu red shirt XML tag t-shirt |White| M","1255","6",84,"00:00.0","TRUE","11","00:00.0"
6339,1585,213,1298,"The Gu red shirt XML tag t-shirt |White| M","1298","6",84,"00:00.0","TRUE","11","00:00.0"
6409,1602,43,1342,"The Gu red shirt XML tag t-shirt |White| M","1342","6",84,"00:00.0","TRUE","11","00:00.0"
6581,1643,92,1435,"The Gu red shirt XML tag t-shirt |White| M","1435","6",84,"00:00.0","TRUE","11","00:00.0"
6855,1710,185,1475,"The Gu red shirt XML tag t-shirt |White| M","1475","6",84,"00:00.0","TRUE","11","00:00.0"
6914,1724,187,1509,"The Gu red shirt XML tag t-shirt |White| M","1509","6",84,"00:00.0","TRUE","11","00:00.0"
7253,1806,85,1581,"The Gu red shirt XML tag t-shirt |White| M","1581","6",84,"00:00.0","TRUE","11","00:00.0"
7310,1820,74,1568,"The Gu red shirt XML tag t-shirt |White| M","1568","6",84,"00:00.0","TRUE","11","00:00.0"
7319,1823,54,9,"The Gu red shirt XML tag t-shirt |White| M","9","6",84,"00:00.0","TRUE","11","00:00.0"
7412,1846,161,1609,"The Gu red shirt XML tag t-shirt |White| M","1609","6",84,"00:00.0","TRUE","11","00:00.0"
7802,1939,202,1680,"The Gu red shirt XML tag t-shirt |White| M","1680","6",84,"00:00.0","TRUE","11","00:00.0"
7868,1955,17,1675,"The Gu red shirt XML tag t-shirt |White| M","1675","6",84,"00:00.0","TRUE","11","00:00.0"
8265,2050,20,1796,"The Gu red shirt XML tag t-shirt |White| M","1796","6",84,"00:00.0","TRUE","11","00:00.0"
8710,2157,211,1888,"The Gu red shirt XML tag t-shirt |White| M","1888","6",84,"00:00.0","TRUE","11","00:00.0"
8757,2168,212,1891,"The Gu red shirt XML tag t-shirt |White| M","1891","6",84,"00:00.0","TRUE","11","00:00.0"
8946,2213,150,1967,"The Gu red shirt XML tag t-shirt |White| M","1967","6",84,"00:00.0","TRUE","11","00:00.0"
9172,2269,81,2097,"The Gu red shirt XML tag t-shirt |White| M","2097","6",84,"00:00.0","TRUE","11","00:00.0"
9285,2295,25,2123,"The Gu red shirt XML tag t-shirt |White| M","2123","6",84,"00:00.0","TRUE","11","00:00.0"
9303,2299,79,2115,"The Gu red shirt XML tag t-shirt |White| M","2115","6",84,"00:00.0","TRUE","11","00:00.0"
9618,2376,165,2177,"The Gu red shirt XML tag t-shirt |White| M","2177","6",84,"00:00.0","TRUE","11","00:00.0"
9774,2412,52,2255,"The Gu red shirt XML tag t-shirt |White| M","2255","6",84,"00:00.0","TRUE","11","00:00.0"
10058,2481,114,2364,"The Gu red shirt XML tag t-shirt |White| M","2364","6",84,"00:00.0","TRUE","11","00:00.0"
10766,2651,227,2505,"The Gu red shirt XML tag t-shirt |White| M","2505","6",84,"00:00.0","TRUE","11","00:00.0"
10846,2671,39,2573,"The Gu red shirt XML tag t-shirt |White| M","2573","6",84,"00:00.0","TRUE","11","00:00.0"
11421,2810,208,2668,"The Gu red shirt XML tag t-shirt |White| M","2668","6",84,"00:00.0","TRUE","11","00:00.0"
11681,2871,83,2771,"The Gu red shirt XML tag t-shirt |White| M","2771","6",84,"00:00.0","TRUE","11","00:00.0"
11723,2881,57,2788,"The Gu red shirt XML tag t-shirt |White| M","2788","6",84,"00:00.0","TRUE","11","00:00.0"
11732,2883,22,2792,"The Gu red shirt XML tag t-shirt |White| M","2792","6",84,"00:00.0","TRUE","11","00:00.0"
11763,2891,50,2784,"The Gu red shirt XML tag t-shirt |White| M","2784","6",84,"00:00.0","TRUE","11","00:00.0"
11799,2899,25,2800,"The Gu red shirt XML tag t-shirt |White| M","2800","6",84,"00:00.0","TRUE","11","00:00.0"
11820,2905,149,2793,"The Gu red shirt XML tag t-shirt |White| M","2793","6",84,"00:00.0","TRUE","11","00:00.0"
12032,2957,203,2780,"The Gu red shirt XML tag t-shirt |White| M","2780","6",84,"00:00.0","TRUE","11","00:00.0"
12139,2983,144,2814,"The Gu red shirt XML tag t-shirt |White| M","2814","6",84,"00:00.0","TRUE","11","00:00.0"
12147,2985,23,9,"The Gu red shirt XML tag t-shirt |White| M","9","6",84,"00:00.0","TRUE","11","00:00.0"
12214,3001,162,2853,"The Gu red shirt XML tag t-shirt |White| M","2853","6",84,"00:00.0","TRUE","11","00:00.0"
12332,3029,171,2887,"The Gu red shirt XML tag t-shirt |White| M","2887","6",84,"00:00.0","TRUE","11","00:00.0"
12381,3041,41,2895,"The Gu red shirt XML tag t-shirt |White| M","2895","6",84,"00:00.0","TRUE","11","00:00.0"
12570,3085,126,2949,"The Gu red shirt XML tag t-shirt |White| M","2949","6",84,"00:00.0","TRUE","11","00:00.0"
12715,3121,158,2971,"The Gu red shirt XML tag t-shirt |White| M","2971","6",84,"00:00.0","TRUE","11","00:00.0"
13046,3199,18,3094,"The Gu red shirt XML tag t-shirt |White| M","3094","6",84,"00:00.0","TRUE","11","00:00.0"
13160,3225,133,3125,"The Gu red shirt XML tag t-shirt |White| M","3125","6",84,"00:00.0","TRUE","11","00:00.0"
13268,3251,38,3228,"The Gu red shirt XML tag t-shirt |White| M","3228","6",84,"00:00.0","TRUE","11","00:00.0"
13276,3253,122,6,"The Gu red shirt XML tag t-shirt |White| M","6","6",84,"00:00.0","TRUE","11","00:00.0"
13292,3257,148,3233,"The Gu red shirt XML tag t-shirt |White| M","3233","6",84,"00:00.0","TRUE","11","00:00.0"
13507,3308,55,3299,"The Gu red shirt XML tag t-shirt |White| M","3299","6",84,"00:00.0","TRUE","11","00:00.0"
13653,3342,34,3328,"The Gu red shirt XML tag t-shirt |White| M","3328","6",84,"00:00.0","TRUE","11","00:00.0"
13708,3355,54,3340,"The Gu red shirt XML tag t-shirt |White| M","3340","6",84,"00:00.0","TRUE","11","00:00.0"
13717,3357,44,16,"The Gu red shirt XML tag t-shirt |White| M","16","6",84,"00:00.0","TRUE","11","00:00.0"
13897,3400,36,3376,"The Gu red shirt XML tag t-shirt |White| M","3376","6",84,"00:00.0","TRUE","11","00:00.0"
14062,3440,169,3432,"The Gu red shirt XML tag t-shirt |White| M","3432","6",84,"00:00.0","TRUE","11","00:00.0"
14195,3471,205,3520,"The Gu red shirt XML tag t-shirt |White| M","3520","6",84,"00:00.0","TRUE","11","00:00.0"
14242,3483,85,3501,"The Gu red shirt XML tag t-shirt |White| M","3501","6",84,"00:00.0","TRUE","11","00:00.0"
14311,3501,61,3545,"The Gu red shirt XML tag t-shirt |White| M","3545","6",84,"00:00.0","TRUE","11","00:00.0"
14474,3540,205,3628,"The Gu red shirt XML tag t-shirt |White| M","3628","6",84,"00:00.0","TRUE","11","00:00.0"
14570,3564,86,3621,"The Gu red shirt XML tag t-shirt |White| M","3621","6",84,"00:00.0","TRUE","11","00:00.0"
14627,3578,70,3647,"The Gu red shirt XML tag t-shirt |White| M","3647","6",84,"00:00.0","TRUE","11","00:00.0"
14635,3580,176,3,"The Gu red shirt XML tag t-shirt |White| M","3","6",84,"00:00.0","TRUE","11","00:00.0"
14649,3584,193,3649,"The Gu red shirt XML tag t-shirt |White| M","3649","6",84,"00:00.0","TRUE","11","00:00.0"
14744,3606,120,3682,"The Gu red shirt XML tag t-shirt |White| M","3682","6",84,"00:00.0","TRUE","11","00:00.0"
14753,3608,110,3678,"The Gu red shirt XML tag t-shirt |White| M","3678","6",84,"00:00.0","TRUE","11","00:00.0"
15112,3694,204,3763,"The Gu red shirt XML tag t-shirt |White| M","3763","6",84,"00:00.0","TRUE","11","00:00.0"
15125,3698,167,3770,"The Gu red shirt XML tag t-shirt |White| M","3770","6",84,"00:00.0","TRUE","11","00:00.0"
15290,3737,39,3793,"The Gu red shirt XML tag t-shirt |White| M","3793","6",84,"00:00.0","TRUE","11","00:00.0"
15571,3804,43,3858,"The Gu red shirt XML tag t-shirt |White| M","3858","6",84,"00:00.0","TRUE","11","00:00.0"
15607,3812,1,3859,"The Gu red shirt XML tag t-shirt |White| M","3859","6",84,"00:00.0","TRUE","11","00:00.0"
15615,3814,92,9,"The Gu red shirt XML tag t-shirt |White| M","9","6",84,"00:00.0","TRUE","11","00:00.0"
15734,3843,29,3883,"The Gu red shirt XML tag t-shirt |White| M","3883","6",84,"00:00.0","TRUE","11","00:00.0"
336,71,144,6,"The Gu red shirt XML tag t-shirt |White| M","6","6",84,"00:00.0","TRUE","15","00:00.0"
632,150,181,45,"The Gu red shirt XML tag t-shirt |White| M","45","6",84,"00:00.0","TRUE","15","00:00.0"
639,152,86,6,"The Gu red shirt XML tag t-shirt |White| M","6","6",84,"00:00.0","TRUE","15","00:00.0"
644,153,100,54,"The Gu red shirt XML tag t-shirt |White| M","54","6",84,"00:00.0","TRUE","15","00:00.0"
668,159,205,66,"The Gu red shirt XML tag t-shirt |White| M","66","6",84,"00:00.0","TRUE","15","00:00.0"
676,161,36,69,"The Gu red shirt XML tag t-shirt |White| M","69","6",84,"00:00.0","TRUE","15","00:00.0"
747,180,200,82,"The Gu red shirt XML tag t-shirt |White| M","82","6",84,"00:00.0","TRUE","15","00:00.0"
798,194,76,116,"The Gu red shirt XML tag t-shirt |White| M","116","6",84,"00:00.0","TRUE","15","00:00.0"
902,222,39,118,"The Gu red shirt XML tag t-shirt |White| M","118","6",84,"00:00.0","TRUE","15","00:00.0"
989,246,27,124,"The Gu red shirt XML tag t-shirt |White| M","124","6",84,"00:00.0","TRUE","15","00:00.0"
1403,355,147,265,"The Gu red shirt XML tag t-shirt |White| M","265","6",84,"00:00.0","TRUE","15","00:00.0"
1585,405,121,290,"The Gu red shirt XML tag t-shirt |White| M","290","6",84,"00:00.0","TRUE","15","00:00.0"
1714,439,180,326,"The Gu red shirt XML tag t-shirt |White| M","326","6",84,"00:00.0","TRUE","15","00:00.0"
1817,467,58,344,"The Gu red shirt XML tag t-shirt |White| M","344","6",84,"00:00.0","TRUE","15","00:00.0"
1860,478,205,350,"The Gu red shirt XML tag t-shirt |White| M","350","6",84,"00:00.0","TRUE","15","00:00.0"
2053,529,220,371,"The Gu red shirt XML tag t-shirt |White| M","371","6",84,"00:00.0","TRUE","15","00:00.0"
2137,551,208,389,"The Gu red shirt XML tag t-shirt |White| M","389","6",84,"00:00.0","TRUE","15","00:00.0"
2251,581,101,398,"The Gu red shirt XML tag t-shirt |White| M","398","6",84,"00:00.0","TRUE","15","00:00.0"
2425,628,82,433,"The Gu red shirt XML tag t-shirt |White| M","433","6",84,"00:00.0","TRUE","15","00:00.0"
2433,630,107,437,"The Gu red shirt XML tag t-shirt |White| M","437","6",84,"00:00.0","TRUE","15","00:00.0"
2441,632,143,453,"The Gu red shirt XML tag t-shirt |White| M","453","6",84,"00:00.0","TRUE","15","00:00.0"
2449,634,71,9,"The Gu red shirt XML tag t-shirt |White| M","9","6",84,"00:00.0","TRUE","15","00:00.0"
2464,638,192,464,"The Gu red shirt XML tag t-shirt |White| M","464","6",84,"00:00.0","TRUE","15","00:00.0"
2472,640,223,460,"The Gu red shirt XML tag t-shirt |White| M","460","6",84,"00:00.0","TRUE","15","00:00.0"
2858,745,118,521,"The Gu red shirt XML tag t-shirt |White| M","521","6",84,"00:00.0","TRUE","15","00:00.0"
2916,760,220,533,"The Gu red shirt XML tag t-shirt |White| M","533","6",84,"00:00.0","TRUE","15","00:00.0"
3090,807,76,549,"The Gu red shirt XML tag t-shirt |White| M","549","6",84,"00:00.0","TRUE","15","00:00.0"
3221,841,175,578,"The Gu red shirt XML tag t-shirt |White| M","578","6",84,"00:00.0","TRUE","15","00:00.0"
3232,844,100,574,"The Gu red shirt XML tag t-shirt |White| M","574","6",84,"00:00.0","TRUE","15","00:00.0"
3241,846,65,570,"The Gu red shirt XML tag t-shirt |White| M","570","6",84,"00:00.0","TRUE","15","00:00.0"
3714,956,98,630,"The Gu red shirt XML tag t-shirt |White| M","630","6",84,"00:00.0","TRUE","15","00:00.0"
3750,964,168,662,"The Gu red shirt XML tag t-shirt |White| M","662","6",84,"00:00.0","TRUE","15","00:00.0"
3772,970,20,684,"The Gu red shirt XML tag t-shirt |White| M","684","6",84,"00:00.0","TRUE","15","00:00.0"
3861,992,196,724,"The Gu red shirt XML tag t-shirt |White| M","724","6",84,"00:00.0","TRUE","15","00:00.0"
3897,1000,55,712,"The Gu red shirt XML tag t-shirt |White| M","712","6",84,"00:00.0","TRUE","15","00:00.0"
3916,1005,25,704,"The Gu red shirt XML tag t-shirt |White| M","704","6",84,"00:00.0","TRUE","15","00:00.0"
3981,1020,37,745,"The Gu red shirt XML tag t-shirt |White| M","745","6",84,"00:00.0","TRUE","15","00:00.0"
4316,1101,222,797,"The Gu red shirt XML tag t-shirt |White| M","797","6",84,"00:00.0","TRUE","15","00:00.0"
4368,1113,1,790,"The Gu red shirt XML tag t-shirt |White| M","790","6",84,"00:00.0","TRUE","15","00:00.0"
4875,1234,74,929,"The Gu red shirt XML tag t-shirt |White| M","929","6",84,"00:00.0","TRUE","15","00:00.0"
5180,1307,108,973,"The Gu red shirt XML tag t-shirt |White| M","973","6",84,"00:00.0","TRUE","15","00:00.0"
5513,1387,143,1048,"The Gu red shirt XML tag t-shirt |White| M","1048","6",84,"00:00.0","TRUE","15","00:00.0"
5524,1390,29,1042,"The Gu red shirt XML tag t-shirt |White| M","1042","6",84,"00:00.0","TRUE","15","00:00.0"
5560,1398,156,1057,"The Gu red shirt XML tag t-shirt |White| M","1057","6",84,"00:00.0","TRUE","15","00:00.0"
5643,1418,3,1055,"The Gu red shirt XML tag t-shirt |White| M","1055","6",84,"00:00.0","TRUE","15","00:00.0"
5787,1452,180,1071,"The Gu red shirt XML tag t-shirt |White| M","1071","6",84,"00:00.0","TRUE","15","00:00.0"
5973,1498,124,1156,"The Gu red shirt XML tag t-shirt |White| M","1156","6",84,"00:00.0","TRUE","15","00:00.0"
6612,1651,149,1440,"The Gu red shirt XML tag t-shirt |White| M","1440","6",84,"00:00.0","TRUE","15","00:00.0"
7039,1755,35,1558,"The Gu red shirt XML tag t-shirt |White| M","1558","6",84,"00:00.0","TRUE","15","00:00.0"
7162,1784,118,1564,"The Gu red shirt XML tag t-shirt |White| M","1564","6",84,"00:00.0","TRUE","15","00:00.0"
7170,1786,212,9,"The Gu red shirt XML tag t-shirt |White| M","9","6",84,"00:00.0","TRUE","15","00:00.0"
7610,1893,172,1659,"The Gu red shirt XML tag t-shirt |White| M","1659","6",84,"00:00.0","TRUE","15","00:00.0"
7935,1971,60,1708,"The Gu red shirt XML tag t-shirt |White| M","1708","6",84,"00:00.0","TRUE","15","00:00.0"
8322,2064,216,1812,"The Gu red shirt XML tag t-shirt |White| M","1812","6",84,"00:00.0","TRUE","15","00:00.0"
8401,2083,68,1840,"The Gu red shirt XML tag t-shirt |White| M","1840","6",84,"00:00.0","TRUE","15","00:00.0"
8437,2091,41,1840,"The Gu red shirt XML tag t-shirt |White| M","1840","6",84,"00:00.0","TRUE","15","00:00.0"
8444,2093,162,9,"The Gu red shirt XML tag t-shirt |White| M","9","6",84,"00:00.0","TRUE","15","00:00.0"
8495,2106,186,1856,"The Gu red shirt XML tag t-shirt |White| M","1856","6",84,"00:00.0","TRUE","15","00:00.0"
8616,2134,94,1856,"The Gu red shirt XML tag t-shirt |White| M","1856","6",84,"00:00.0","TRUE","15","00:00.0"
8915,2205,208,1971,"The Gu red shirt XML tag t-shirt |White| M","1971","6",84,"00:00.0","TRUE","15","00:00.0"
8994,2225,157,1988,"The Gu red shirt XML tag t-shirt |White| M","1988","6",84,"00:00.0","TRUE","15","00:00.0"
9033,2235,148,2013,"The Gu red shirt XML tag t-shirt |White| M","2013","6",84,"00:00.0","TRUE","15","00:00.0"
9073,2245,137,2033,"The Gu red shirt XML tag t-shirt |White| M","2033","6",84,"00:00.0","TRUE","15","00:00.0"
9654,2384,21,2202,"The Gu red shirt XML tag t-shirt |White| M","2202","6",84,"00:00.0","TRUE","15","00:00.0"
9663,2386,181,2,"The Gu red shirt XML tag t-shirt |White| M","2","6",84,"00:00.0","TRUE","15","00:00.0"
9715,2398,204,2230,"The Gu red shirt XML tag t-shirt |White| M","2230","6",84,"00:00.0","TRUE","15","00:00.0"
9989,2464,120,2325,"The Gu red shirt XML tag t-shirt |White| M","2325","6",84,"00:00.0","TRUE","15","00:00.0"
10181,2511,115,2361,"The Gu red shirt XML tag t-shirt |White| M","2361","6",84,"00:00.0","TRUE","15","00:00.0"
10471,2581,194,2468,"The Gu red shirt XML tag t-shirt |White| M","2468","6",84,"00:00.0","TRUE","15","00:00.0"
11136,2742,52,2631,"The Gu red shirt XML tag t-shirt |White| M","2631","6",84,"00:00.0","TRUE","15","00:00.0"
11145,2744,179,2627,"The Gu red shirt XML tag t-shirt |White| M","2627","6",84,"00:00.0","TRUE","15","00:00.0"
11309,2784,48,2632,"The Gu red shirt XML tag t-shirt |White| M","2632","6",84,"00:00.0","TRUE","15","00:00.0"
11318,2786,136,2640,"The Gu red shirt XML tag t-shirt |White| M","2640","6",84,"00:00.0","TRUE","15","00:00.0"
11354,2794,165,2645,"The Gu red shirt XML tag t-shirt |White| M","2645","6",84,"00:00.0","TRUE","15","00:00.0"
11385,2802,9,2665,"The Gu red shirt XML tag t-shirt |White| M","2665","6",84,"00:00.0","TRUE","15","00:00.0"
11439,2814,142,2661,"The Gu red shirt XML tag t-shirt |White| M","2661","6",84,"00:00.0","TRUE","15","00:00.0"
11499,2828,203,2671,"The Gu red shirt XML tag t-shirt |White| M","2671","6",84,"00:00.0","TRUE","15","00:00.0"
11507,2830,143,8,"The Gu red shirt XML tag t-shirt |White| M","8","6",84,"00:00.0","TRUE","15","00:00.0"
11548,2840,126,2695,"The Gu red shirt XML tag t-shirt |White| M","2695","6",84,"00:00.0","TRUE","15","00:00.0"
11556,2842,13,6,"The Gu red shirt XML tag t-shirt |White| M","6","6",84,"00:00.0","TRUE","15","00:00.0"
11983,2945,39,2778,"The Gu red shirt XML tag t-shirt |White| M","2778","6",84,"00:00.0","TRUE","15","00:00.0"
12172,2991,43,2828,"The Gu red shirt XML tag t-shirt |White| M","2828","6",84,"00:00.0","TRUE","15","00:00.0"
12223,3003,92,2858,"The Gu red shirt XML tag t-shirt |White| M","2858","6",84,"00:00.0","TRUE","15","00:00.0"
12255,3011,130,2871,"The Gu red shirt XML tag t-shirt |White| M","2871","6",84,"00:00.0","TRUE","15","00:00.0"
12372,3039,149,2895,"The Gu red shirt XML tag t-shirt |White| M","2895","6",84,"00:00.0","TRUE","15","00:00.0"
12824,3147,111,3014,"The Gu red shirt XML tag t-shirt |White| M","3014","6",84,"00:00.0","TRUE","15","00:00.0"
13133,3219,121,3121,"The Gu red shirt XML tag t-shirt |White| M","3121","6",84,"00:00.0","TRUE","15","00:00.0"
13498,3306,35,3300,"The Gu red shirt XML tag t-shirt |White| M","3300","6",84,"00:00.0","TRUE","15","00:00.0"
13672,3347,165,3331,"The Gu red shirt XML tag t-shirt |White| M","3331","6",84,"00:00.0","TRUE","15","00:00.0"
13772,3370,159,3360,"The Gu red shirt XML tag t-shirt |White| M","3360","6",84,"00:00.0","TRUE","15","00:00.0"
13857,3390,202,3363,"The Gu red shirt XML tag t-shirt |White| M","3363","6",84,"00:00.0","TRUE","15","00:00.0"
14168,3465,166,3495,"The Gu red shirt XML tag t-shirt |White| M","3495","6",84,"00:00.0","TRUE","15","00:00.0"
14350,3511,73,3562,"The Gu red shirt XML tag t-shirt |White| M","3562","6",84,"00:00.0","TRUE","15","00:00.0"
14359,3513,177,3565,"The Gu red shirt XML tag t-shirt |White| M","3565","6",84,"00:00.0","TRUE","15","00:00.0"
14494,3546,34,3626,"The Gu red shirt XML tag t-shirt |White| M","3626","6",84,"00:00.0","TRUE","15","00:00.0"
15339,3749,58,3798,"The Gu red shirt XML tag t-shirt |White| M","3798","6",84,"00:00.0","TRUE","15","00:00.0"
15383,3759,183,3848,"The Gu red shirt XML tag t-shirt |White| M","3848","6",84,"00:00.0","TRUE","15","00:00.0"
15410,3765,43,3854,"The Gu red shirt XML tag t-shirt |White| M","3854","6",84,"00:00.0","TRUE","15","00:00.0"
15418,3767,58,10,"The Gu red shirt XML tag t-shirt |White| M","10","6",84,"00:00.0","TRUE","15","00:00.0"
15771,3852,41,3882,"The Gu red shirt XML tag t-shirt |White| M","3882","6",84,"00:00.0","TRUE","15","00:00.0"
16040,3916,207,3926,"The Gu red shirt XML tag t-shirt |White| M","3926","6",84,"00:00.0","TRUE","15","00:00.0"
411,88,75,35,"The Gu red shirt XML tag t-shirt |White| M","35","6",84,"00:00.0","TRUE","8","00:00.0"
